101001	Q0	clueweb12-0000wb-20-07932	2
101001	Q0	clueweb12-0000wb-84-05434	1
101001	Q0	clueweb12-0000wb-97-30058	1
101001	Q0	clueweb12-0001wb-00-16258	1
101001	Q0	clueweb12-0001wb-26-18929	2
101001	Q0	clueweb12-0001wb-27-08721	2
101001	Q0	clueweb12-0001wb-27-15040	1
101001	Q0	clueweb12-0001wb-40-32719	2
101001	Q0	clueweb12-0001wb-53-08246	2
101001	Q0	clueweb12-0001wb-53-08274	2
101001	Q0	clueweb12-0001wb-67-17238	2
101001	Q0	clueweb12-0001wb-96-00965	2
101001	Q0	clueweb12-0002wb-37-24460	2
101001	Q0	clueweb12-0002wb-37-24474	2
101001	Q0	clueweb12-0002wb-50-09226	2
101001	Q0	clueweb12-0002wb-62-28672	2
101001	Q0	clueweb12-0002wb-92-17405	2
101001	Q0	clueweb12-0003wb-08-21330	2
101001	Q0	clueweb12-0003wb-33-25609	2
101001	Q0	clueweb12-0003wb-46-08232	2
101001	Q0	clueweb12-0003wb-60-27106	2
101001	Q0	clueweb12-0003wb-73-06369	2
101001	Q0	clueweb12-0004wb-04-27282	2
101001	Q0	clueweb12-0004wb-04-27296	2
101001	Q0	clueweb12-0004wb-13-03710	2
101001	Q0	clueweb12-0007wb-94-22095	1
101001	Q0	clueweb12-0009wb-12-22579	2
101001	Q0	clueweb12-0009wb-13-28044	2
101001	Q0	clueweb12-0010wb-43-04991	1
101001	Q0	clueweb12-0010wb-44-12056	1
101001	Q0	clueweb12-0011wb-58-20848	2
101001	Q0	clueweb12-0012wb-00-10802	2
101001	Q0	clueweb12-0012wb-83-02211	1
101001	Q0	clueweb12-0013wb-05-11634	2
101001	Q0	clueweb12-0013wb-41-12165	1
101001	Q0	clueweb12-0013wb-75-03627	1
101001	Q0	clueweb12-0100wb-69-05772	2
101001	Q0	clueweb12-0101wb-02-27991	1
101001	Q0	clueweb12-0101wb-57-23471	2
101001	Q0	clueweb12-0102wb-37-05770	2
101001	Q0	clueweb12-0102wb-41-19562	2
101001	Q0	clueweb12-0102wb-64-30218	2
101001	Q0	clueweb12-0103wb-12-18117	2
101001	Q0	clueweb12-0104wb-20-16103	2
101001	Q0	clueweb12-0105wb-05-32920	1
101001	Q0	clueweb12-0106wb-25-03822	1
101001	Q0	clueweb12-0107wb-20-31999	1
101001	Q0	clueweb12-0107wb-56-09795	1
101001	Q0	clueweb12-0108wb-32-14608	1
101001	Q0	clueweb12-0109wb-11-29718	1
101001	Q0	clueweb12-0109wb-73-13378	1
101001	Q0	clueweb12-0110wb-67-31948	2
101001	Q0	clueweb12-0110wb-79-31606	1
101001	Q0	clueweb12-0110wb-92-29343	1
101001	Q0	clueweb12-0111wb-27-03417	1
101001	Q0	clueweb12-0200wb-53-17381	1
101001	Q0	clueweb12-0200wb-59-35455	1
101001	Q0	clueweb12-0200wb-68-12615	1
101001	Q0	clueweb12-0200wb-71-30497	1
101001	Q0	clueweb12-0200wb-78-31928	1
101001	Q0	clueweb12-0201wb-51-03319	1
101001	Q0	clueweb12-0201wb-69-10467	1
101001	Q0	clueweb12-0201wb-70-02650	2
101001	Q0	clueweb12-0202wb-40-17401	1
101001	Q0	clueweb12-0202wb-68-25463	1
101001	Q0	clueweb12-0202wb-93-29921	2
101001	Q0	clueweb12-0202wb-97-06792	1
101001	Q0	clueweb12-0203wb-00-12803	1
101001	Q0	clueweb12-0203wb-05-24144	2
101001	Q0	clueweb12-0203wb-14-03014	2
101001	Q0	clueweb12-0203wb-32-15744	2
101001	Q0	clueweb12-0203wb-41-02905	1
101001	Q0	clueweb12-0203wb-78-22543	2
101001	Q0	clueweb12-0204wb-00-11045	2
101001	Q0	clueweb12-0204wb-39-28799	1
101001	Q0	clueweb12-0204wb-40-03334	2
101001	Q0	clueweb12-0204wb-53-25834	2
101001	Q0	clueweb12-0204wb-62-02123	1
101001	Q0	clueweb12-0204wb-75-07368	1
101001	Q0	clueweb12-0204wb-87-00321	2
101001	Q0	clueweb12-0204wb-94-22402	2
101001	Q0	clueweb12-0205wb-38-20839	2
101001	Q0	clueweb12-0205wb-39-24148	1
101001	Q0	clueweb12-0205wb-45-04462	2
101001	Q0	clueweb12-0205wb-97-13007	1
101001	Q0	clueweb12-0206wb-07-27797	1
101001	Q0	clueweb12-0206wb-09-29976	2
101001	Q0	clueweb12-0206wb-40-12786	2
101001	Q0	clueweb12-0206wb-56-30217	2
101001	Q0	clueweb12-0206wb-70-20459	2
101001	Q0	clueweb12-0207wb-20-30449	1
101001	Q0	clueweb12-0207wb-32-19457	2
101001	Q0	clueweb12-0207wb-43-18429	2
101001	Q0	clueweb12-0207wb-59-21323	1
101001	Q0	clueweb12-0208wb-46-07987	1
101001	Q0	clueweb12-0208wb-52-07957	1
101001	Q0	clueweb12-0208wb-65-30896	1
101001	Q0	clueweb12-0208wb-73-26767	1
101001	Q0	clueweb12-0209wb-19-16552	2
101001	Q0	clueweb12-0209wb-37-00759	1
101001	Q0	clueweb12-0209wb-76-04721	1
101001	Q0	clueweb12-0209wb-87-14724	1
101001	Q0	clueweb12-0209wb-95-20707	1
101001	Q0	clueweb12-0210wb-18-32319	1
101001	Q0	clueweb12-0210wb-49-07451	1
101001	Q0	clueweb12-0211wb-14-02381	1
101001	Q0	clueweb12-0300wb-43-29267	1
101001	Q0	clueweb12-0300wb-49-13659	1
101001	Q0	clueweb12-0301wb-67-09073	1
101001	Q0	clueweb12-0302wb-04-24386	1
101001	Q0	clueweb12-0302wb-08-13321	1
101001	Q0	clueweb12-0302wb-32-17167	1
101001	Q0	clueweb12-0303wb-31-10191	1
101001	Q0	clueweb12-0303wb-47-15850	1
101001	Q0	clueweb12-0304wb-01-18530	1
101001	Q0	clueweb12-0304wb-11-15043	2
101001	Q0	clueweb12-0304wb-21-10698	1
101001	Q0	clueweb12-0304wb-28-20960	1
101001	Q0	clueweb12-0304wb-48-08762	1
101001	Q0	clueweb12-0304wb-56-24622	1
101001	Q0	clueweb12-0304wb-66-13314	1
101001	Q0	clueweb12-0304wb-78-16139	2
101001	Q0	clueweb12-0305wb-07-24534	1
101001	Q0	clueweb12-0305wb-18-00223	1
101001	Q0	clueweb12-0305wb-72-10818	1
101001	Q0	clueweb12-0305wb-92-06367	1
101001	Q0	clueweb12-0305wb-94-22253	2
101001	Q0	clueweb12-0306wb-77-07299	2
101001	Q0	clueweb12-0307wb-99-08954	2
101001	Q0	clueweb12-0308wb-27-15078	2
101001	Q0	clueweb12-0308wb-38-03455	2
101001	Q0	clueweb12-0308wb-89-03595	1
101001	Q0	clueweb12-0310wb-84-18522	2
101001	Q0	clueweb12-0311wb-35-25942	1
101001	Q0	clueweb12-0312wb-01-04852	1
101001	Q0	clueweb12-0400wb-47-11389	1
101001	Q0	clueweb12-0401wb-12-20817	1
101001	Q0	clueweb12-0401wb-15-00616	1
101001	Q0	clueweb12-0401wb-71-13680	1
101001	Q0	clueweb12-0402wb-75-03231	2
101001	Q0	clueweb12-0403wb-18-06965	2
101001	Q0	clueweb12-0404wb-71-18726	1
101001	Q0	clueweb12-0404wb-85-03841	2
101001	Q0	clueweb12-0404wb-98-28344	2
101001	Q0	clueweb12-0406wb-12-03376	2
101001	Q0	clueweb12-0407wb-36-14874	1
101001	Q0	clueweb12-0407wb-63-27010	1
101001	Q0	clueweb12-0407wb-68-30773	1
101001	Q0	clueweb12-0408wb-06-34766	2
101001	Q0	clueweb12-0410wb-78-31895	1
101001	Q0	clueweb12-0411wb-76-19119	2
101001	Q0	clueweb12-0411wb-83-18394	2
101001	Q0	clueweb12-0500wb-03-04906	2
101001	Q0	clueweb12-0501wb-03-14869	2
101001	Q0	clueweb12-0501wb-23-23762	1
101001	Q0	clueweb12-0501wb-81-33220	1
101001	Q0	clueweb12-0504wb-71-06043	1
101001	Q0	clueweb12-0505wb-62-11156	2
101001	Q0	clueweb12-0505wb-72-02585	2
101001	Q0	clueweb12-0505wb-79-23026	1
101001	Q0	clueweb12-0506wb-47-12934	2
101001	Q0	clueweb12-0509wb-40-19209	2
101001	Q0	clueweb12-0600wb-75-05141	1
101001	Q0	clueweb12-0600wb-94-02889	1
101001	Q0	clueweb12-0601wb-24-24540	2
101001	Q0	clueweb12-0601wb-91-14379	2
101001	Q0	clueweb12-0601wb-97-23452	1
101001	Q0	clueweb12-0603wb-14-20422	1
101001	Q0	clueweb12-0605wb-20-20998	2
101001	Q0	clueweb12-0605wb-35-26529	1
101001	Q0	clueweb12-0605wb-83-30191	1
101001	Q0	clueweb12-0609wb-03-01748	1
101001	Q0	clueweb12-0609wb-33-16723	2
101001	Q0	clueweb12-0609wb-47-23408	2
101001	Q0	clueweb12-0609wb-58-01691	2
101001	Q0	clueweb12-0610wb-61-29996	1
101001	Q0	clueweb12-0612wb-81-15240	2
101001	Q0	clueweb12-0700wb-55-09332	1
101001	Q0	clueweb12-0700wb-56-28272	2
101001	Q0	clueweb12-0701wb-64-12552	2
101001	Q0	clueweb12-0702wb-41-31922	2
101001	Q0	clueweb12-0703wb-18-12548	2
101001	Q0	clueweb12-0705wb-02-09129	1
101001	Q0	clueweb12-0706wb-26-10433	1
101001	Q0	clueweb12-0706wb-32-31206	2
101001	Q0	clueweb12-0707wb-20-19580	2
101001	Q0	clueweb12-0710wb-01-25032	1
101001	Q0	clueweb12-0712wb-56-16066	1
101001	Q0	clueweb12-0713wb-36-22849	1
101001	Q0	clueweb12-0714wb-19-02129	1
101001	Q0	clueweb12-0717wb-30-04940	1
101001	Q0	clueweb12-0800tw-20-18553	1
101001	Q0	clueweb12-0800wb-44-04120	1
101001	Q0	clueweb12-0805wb-87-26657	2
101001	Q0	clueweb12-0807wb-29-07749	2
101001	Q0	clueweb12-0810wb-91-11745	2
101001	Q0	clueweb12-0812wb-38-01668	1
101001	Q0	clueweb12-0814wb-31-08283	1
101001	Q0	clueweb12-0815wb-21-26908	1
101001	Q0	clueweb12-0816wb-25-06120	2
101001	Q0	clueweb12-0816wb-64-10781	1
101001	Q0	clueweb12-0906wb-02-16969	1
101001	Q0	clueweb12-0909wb-23-20944	1
